Phenotype,Collapsing model,Phenotypic category,P value,No. samples,No. with QV,No. without QV,QV carrier median,QV non-carrier median,Effect size,Effect size standard error,Effect size LCI,Effect size UCI
1072#2334#S100A4#P26447#OID21519#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0757782486394017,45388,422,44966,-0.0479086344313632,-0.0131824332702226,0.0853720039103411,0.0480761651410347,-0.00885806217130566,0.179602069991988
1072#921#ELOB#Q15370#OID30127#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0144491651521353,44108,406,43702,0.109481456933444,-0.00474949358918178,0.120863742514157,0.0494129068376879,0.0240135659375108,0.217713919090804
1072#1291#HRC#P23327#OID30211#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,1.83222696400186e-12,44457,412,44045,0.372967147637723,0.0073313984067166,0.345340135535952,0.0489934536898098,0.24931211529681,0.441368155775095
23487#NMR Triglycerides in Chylomicrons and Extremely Large VLDL,ptvraredmg,NMR Metabolomics,0.0912080321929212,100658,958,99700,0.0692077745428765,-0.000821761741890381,0.0509481265001071,0.0301633134092568,-0.00817160476923674,0.110067857769451
1072#929#ENOX2#Q16206#OID30152#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0415295056636824,44108,406,43702,0.0767333066772988,-0.00417150936754592,0.100847855525891,0.0494773306560185,0.00387140711906196,0.197824303932721
25425#Mean OD in external capsule on FA skeleton (left),ptvraredmg,Chapter VI Diseases of the nervous system,0.00677248424619368,34970,302,34668,0.166315603829309,-0.00705261840005437,0.156211149612732,0.0576852619111473,0.0431462000334718,0.269276099191993
1072#2386#SEMA3F#Q13275#OID20186#v1#Cardiometabolic,ptvraredmg,OLINK Proteomics,0.00811365919512433,45276,420,44856,-0.0636213665089876,0.0253654079958431,-0.124601336508569,0.0470651902507387,-0.216849881442941,-0.0323527915741966
1072#2697#TMCO5A#Q8N6Q1#OID30940#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0864169982039453,44410,402,44008,0.104411757821344,0.00449260857282025,0.0859373952049628,0.0501195928334001,-0.0122978801494233,0.184172670559349
1072#2621#TARBP2#Q15633#OID20870#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0420421327869689,44217,410,43807,0.0672399890942092,-0.00403849210318396,0.0988235418579166,0.0486058401596444,0.0035552367800484,0.194091846935785
23044#UreA antigen for Helicobacter pylori,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0314974127843575,8098,68,8030,0.2383507228353,-0.010766826539045,0.259823977258086,0.120786277748707,0.023051816577894,0.496596137938278
1072#1980#PBXIP1#Q96AQ6#OID31435#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.00169644058501003,45423,421,45002,0.222777314216189,0.0104204327582004,0.148754472710138,0.0473893906119772,0.0558704977924263,0.241638447627849
1072#233#BAG4#O95429#OID30474#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0721857745588089,44339,408,43931,0.114331748089052,0.00572667060184832,0.0878308018542601,0.0488495034320773,-0.00791508032279127,0.183576684031311
23214#Femur troch BMD (bone mineral density) (right),ptvraredmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0164497347104769,34022,296,33726,0.188908313235277,-0.00171643410299887,0.115566492865099,0.0481747773285145,0.0211423047155537,0.209990681014644
1072#173#ARHGEF1#Q92888#OID31133#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0415838169238491,45493,425,45068,0.0717697491709738,-0.00368047592686077,0.0982109178072618,0.0481964966536785,0.00374500582180722,0.192676829792716
1072#1796#MYLPF#Q96A32#OID30917#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0238284314623471,44410,402,44008,0.155027089578995,-0.00626471296946042,0.107248381038861,0.047455832821027,0.0142341217283061,0.200262640349415
23599#NMR Phospholipids to Total Lipids in Small VLDL percentage,ptvraredmg,NMR Metabolomics,0.091446797814019,99987,950,99037,-0.0620606895210304,0.000626724482562955,-0.0495043459143186,0.0293301510329888,-0.106991093742173,0.00798240191353625
1072#1924#NUMB#P49757#OID30568#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0928744273469946,44339,408,43931,0.103790744948213,-0.00482640033220991,0.0822068158297282,0.0489191634944676,-0.013675601289492,0.178089232948948
23478#NMR Creatinine,ptvraredmg,NMR Metabolomics,0.0000169764251923906,96327,909,95418,0.131368938621776,-0.00113193399969737,0.118309654606148,0.0275038509423608,0.0644024079974778,0.172216901214819
25294#Mean L2 in tapetum on FA skeleton (right),ptvraredmg,Chapter VI Diseases of the nervous system,0.0563536447175191,34972,302,34670,0.126976288965505,0.0116920912689494,0.105674371018362,0.0553746135999255,-0.00286163410360964,0.214210376140334
1072#475#CDA#P32320#OID30345#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0149057354742207,45538,423,45115,-0.161535849503149,-0.0102989498608105,-0.115531290620357,0.0474509106385561,-0.208535839525009,-0.0225267417157048
1072#875#EBAG9#O00559#OID20918#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0339729442651531,44914,419,44495,0.0960754302635288,-0.00308648594388844,0.103183898117073,0.0486611473333444,0.00780723055309152,0.198560565681055
1072#1346#IGFBP4#P22692#OID21158#v1#Neurology,ptvraredmg,OLINK Proteomics,0.041564607326737,44706,416,44290,0.0000992621573240529,0.0280079975147464,-0.0923797463719922,0.0453305857937333,-0.181228468426758,-0.00353102431722682
20154#Forced expiratory volume in 1-second (FEV1) predicted percentage,ptvraredmg,Chapter X Diseases of the respiratory system,0.0148687050714054,244964,2203,242761,0.0781646471465107,0.00151338422468094,0.0520204602940994,0.0213585641579671,0.0101582369388034,0.0938826836493954
23123#Arm fat percentage (left),ptvraredmg,Chapter XXI Factors influencing health status and contact with health services,0.0159415608101532,411878,3754,408124,-0.0555883543107832,-0.0148843903616841,-0.0294777551303888,0.0122301107309932,-0.053448402132061,-0.00550710812871659
23106#Impedance of whole body,ptvraredmg,Chapter XXI Factors influencing health status and contact with health services,4.48341908038208e-8,411985,3757,408228,-0.0934804692819353,-0.0138009614783915,-0.0676997607905355,0.0123748118893802,-0.0919540176660934,-0.0434455039149775
23099#Body fat percentage,ptvraredmg,Chapter XXI Factors influencing health status and contact with health services,0.0155303763365531,411803,3756,408047,-0.0421510032659237,-0.0106813076821546,-0.0296932389585368,0.0122710545563606,-0.0537441346320158,-0.00564234328505787
25742#Mean tfMRI head motion averaged across space and time points,ptvraredmg,Chapter VI Diseases of the nervous system,0.0732459062240648,30667,265,30402,-0.0845009747750714,0.00155577058969664,-0.10604163966092,0.0591962675433286,-0.222068772016499,0.00998549269465933
1072#1548#LAMB1#P07942#OID30280#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0464630130745898,44457,412,44045,0.0783933658535676,0.00441377587311145,0.0973769453413701,0.0489032011173965,0.00152582171182794,0.193228068970912
1072#1753#MPO#P05164#OID21100#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0541783189210413,45260,419,44841,-0.131379661885099,0.00210702068988769,-0.0936985036089416,0.0486629638360338,-0.189078711882048,0.00168170466416481
1072#1557#LATS1#O95835#OID30523#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0197537888519366,44339,408,43931,0.108481276076617,0.00377608991037161,0.115010039467243,0.0493377380075993,0.0183072089722279,0.211712869962258
4195#Pulse wave reflection index,ptvraredmg,Chapter IX Diseases of the circulatory system,0.0247144310090797,138330,1235,137095,0.0661376675692232,0.0111448468794347,0.0611462066442324,0.0272261657894574,0.00778343533089142,0.114508977957573
1072#2140#PRKAB1#Q9Y478#OID20444#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0303352531774676,44437,413,44024,0.117568282904536,0.00124811693928564,0.105311924537582,0.0486259745065594,0.0100041687117681,0.200619680363396
1072#2844#VASP#P50552#OID30692#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0602195138724892,45669,424,45245,0.101666695538884,0.002744333727641,0.0908861151637366,0.0483634968623257,-0.00390711020053831,0.185679340528011
1072#1701#MELTF#P08582#OID30347#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0778380092355176,45616,424,45192,0.130275446415343,-0.00393771711543249,0.0837919768524313,0.0475170052629046,-0.00934211434375107,0.176926068048614
23335#Femur total BMC (bone mineral content) (left),ptvraredmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0523011733733594,35136,306,34830,0.114244480085504,0.00735964185266809,0.0807951505424867,0.0416316993088067,-0.000804291973449264,0.162394593058423
1072#1756#MRI1#Q9BV20#OID30891#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.035530275136873,44410,402,44008,0.124730446574297,-0.000499177073250081,0.104213650967643,0.0495706236359973,0.00705436480668842,0.201372937128597
1072#1388#IL1R2#P27930#OID20757#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0530572445842668,45157,419,44738,0.107282395354574,0.00208798986678238,0.0914499266002349,0.047273024244986,-0.00120598290520958,0.184105836105679
1072#574#CKAP4#Q07065#OID20617#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0472235240394737,45532,418,45114,-0.104406473917067,0.0158092116095337,-0.0942807091047307,0.047512285862374,-0.187405554762777,-0.0011558634466842
1072#292#BTC#P35070#OID21199#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0190117349508032,44180,418,43762,0.140362756542502,0.0300446955825718,0.112974629229458,0.0481688626608156,0.0185628055999106,0.207386452859005
1072#141#AP3B1#O00203#OID31478#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0443388976354622,45423,421,45002,0.107410232072612,-0.00379473637612847,0.0969543233437309,0.0482137072468413,0.00245467443974941,0.191453972247712
1072#2089#PNLIP#P16233#OID30693#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0747427916536222,45669,424,45245,0.0704758719828261,0.00165145614213903,0.0862779303107251,0.0484141668294134,-0.00861460899734955,0.1811704696188
1072#262#BIRC2#Q13490#OID21217#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0144014838905901,44180,418,43762,0.0252141407545846,0.00609587304856081,0.119269455013269,0.0487373707054848,0.0237433455509168,0.214795564475622
1072#84#AIFM1#O95831#OID21287#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0249135750193324,44972,422,44550,0.0744138279673756,-0.00986349119725261,0.108380458707979,0.0483233974118243,0.0136657899679848,0.203095127447973
1072#2593#STXBP1#P61764#OID31054#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0452541726202101,45520,425,45095,0.0842721979565612,0.00769640929069527,0.0969829024312757,0.0484347988593387,0.00204991577272508,0.191915889089826
25906#Volume of grey matter in VIIb Cerebellum (left),ptvraredmg,Chapter VI Diseases of the nervous system,0.0429720231788393,36929,323,36606,-0.119226799266043,0.00978046298927997,-0.107821652808398,0.053270208114242,-0.212232764651561,-0.00341054096523534
1072#1867#NIT2#Q9NQR4#OID30336#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0945271161809106,45380,422,44958,0.136754672138205,-0.0106984675741446,0.0809106639113549,0.0483909432127539,-0.0139363727599212,0.175757700582631
1072#2544#SPINT2#O43291#OID20720#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0249954766666441,45452,421,45031,0.14074486072982,0.0156200162305162,0.107594324830795,0.0480000321657662,0.0135134841554049,0.201675165506184
1072#2799#TTF2#Q9UNY4#OID30942#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0707769149807424,44410,402,44008,0.0606503875968477,-0.00521642384152797,0.0895967602841426,0.0495845391509546,-0.00758980052862431,0.18678332109691
25250#Mean L2 in genu of corpus callosum on FA skeleton,ptvraredmg,Chapter VI Diseases of the nervous system,0.0562322973191513,34972,302,34670,0.136175332337238,0.00699040725654427,0.103356988594138,0.0541336042798684,-0.00274659876161239,0.209460575949888
NMR Free Cholesterol to Cholesterol in Medium VLDL percentage,ptvraredmg,NMR Metabolomics,0.0449185168154948,99924,947,98977,0.135102616572826,-0.000940679492741231,0.0573025716848647,0.0285735322753643,0.00129878721109369,0.113306356158636
1072#1792#MYL1#P05976#OID30120#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0921997916511098,44108,406,43702,0.112882621076522,-0.00281450786188577,0.0824788193093863,0.0489795832417162,-0.0135220353092838,0.178479673928056
1072#2120#PPP1R2#P41236#OID20176#v1#Cardiometabolic,ptvraredmg,OLINK Proteomics,0.0605046587513651,45276,420,44856,0.0744170395925682,-0.0019358972185986,0.0912124507696255,0.0485910537930438,-0.00402681173746143,0.186451713276712
25440#Mean ISOVF in middle cerebellar peduncle on FA skeleton,ptvraredmg,Chapter VI Diseases of the nervous system,0.0895734651446585,34970,302,34668,-0.0473450996359671,0.00562970477323791,-0.0975374219079926,0.0574527144451631,-0.210146571051489,0.0150717272355035
1072#1182#GMFG#O60234#OID30340#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0182892625044049,45616,424,45192,0.0592344224966727,0.00194454786218327,0.114382169396476,0.0484712469056888,0.0193777493003445,0.209386589492608
1072#2808#TXNDC5#Q8NBS9#OID21012#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0886962583352272,45644,423,45221,0.00532146706044914,0.00532146706044914,0.0822134709318617,0.048294055676707,-0.0124436499760819,0.176870591839805
23015#K8.1 antigen for Kaposi's Sarcoma-Associated Herpesvirus,ptvraredmg,Chapter I Certain infectious and parasitic diseases,0.0592922335176454,8098,68,8030,-0.170025033930281,-0.0291138587436823,-0.226531010950162,0.120093690669086,-0.461945522877883,0.00888350097755938
23122#Arm predicted mass (right),ptvraredmg,Chapter XXI Factors influencing health status and contact with health services,0.000165207944152459,411898,3754,408144,0.0608868521008366,0.0143157112436629,0.0377079450058181,0.0100099282645747,0.0180887884678579,0.0573271015437783
1072#2493#SMAD3#P84022#OID31418#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0194060977366192,45424,424,45000,0.0533503479725337,-0.00621251525094174,0.113012235859352,0.0483429306872862,0.0182593069699196,0.207765164748784
1072#2094#PNPT1#Q8TCS8#OID20445#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0500427874034444,44437,413,44024,0.0144536936403774,0.0132429044059894,0.0961004309481981,0.0490395528680409,-0.0000179456598400907,0.192218807556236
1072#2684#TIMM8A#O60220#OID31143#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0898069379272945,45493,425,45068,0.0882261803804833,-0.00414358467161212,0.081663230894327,0.0481376278853264,-0.0126872973542182,0.176013759142872
1072#1966#PAK4#O96013#OID20819#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0421299712750322,44217,410,43807,0.129011502967346,0.00258362744539712,0.100182308761341,0.0492952097139594,0.00356282718295053,0.196801790339732
23431#NMR Average Diameter for VLDL Particles,ptvraredmg,NMR Metabolomics,0.0795731889838111,100969,959,100010,0.072204629953375,-0.000806818057320061,0.0509342845586749,0.0290524149974867,-0.00600809712175869,0.107876666239108
1072#1337#IGBP1#P78318#OID31059#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0700889748843533,45520,425,45095,0.0415380441181045,-0.00684394475605488,0.0863975645937951,0.0476971522654781,-0.00708962284801752,0.179884752035608
1072#2133#PRDX3#P30048#OID20483#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.00902538913035615,44437,413,44024,0.148899526168916,-0.0117450473972901,0.128422024084407,0.0491811187646158,0.032026175856706,0.224817872312108
25058#Mean FA in genu of corpus callosum on FA skeleton,ptvraredmg,Chapter VI Diseases of the nervous system,0.0612786792730727,34972,302,34670,-0.11731050858138,-0.00566035815199128,-0.101113116435308,0.054026706442783,-0.207007180628021,0.00478094775740442
20006#Interpolated Year when cancer first diagnosed,ptvraredmg,Chapter II Neoplasms,0.0595402744814734,35544,311,35233,-0.163981153076754,-0.00638543660881905,-0.105687725601261,0.0560902857342813,-0.215626409637414,0.00425095843489212
1072#2507#SNAP25#P60880#OID30811#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0194606919694594,44185,414,43771,0.0595687699591446,-0.00850842664543053,0.113924493751379,0.0487550215831859,0.0183637885527468,0.209485198950012
1072#2816#UBE2B#P63146#OID31368#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0634579080046781,45424,424,45000,0.0641704597741124,-0.00119611535523074,0.0901646418185013,0.0485796971034214,-0.00505235308994367,0.185381636726946
1072#1184#GMPR2#Q9P2T1#OID30623#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0996102544555276,44654,411,44243,0.0631417728703328,-0.00575894734057018,0.080175960616641,0.0486864952577925,-0.0152504042921194,0.175602325525401
1072#2828#UNG#P13051#OID31419#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.00069105693060944,45424,424,45000,0.16239800042188,-0.00634677563400307,0.165353199273695,0.0487287935508237,0.0698439729080853,0.260862425639305
NMR Cholesteryl Esters to Cholesterol in Very Large VLDL percentage,ptvraredmg,NMR Metabolomics,0.0882417496958761,100775,957,99818,-0.0844694144098481,0.000882990112545296,-0.05158405439321,0.0302587813525607,-0.110890900935073,0.00772279214865307
1072#2407#SERPINB6#P35237#OID21023#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0100224681363086,45493,422,45071,0.0320771657128546,0.00265722961013669,0.124402130855563,0.0483084830665839,0.0297167236918361,0.21908753801929
1072#1610#LRIG1#Q96JA1#OID21429#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0229207320196649,45488,421,45067,-0.135846279118259,-0.000926264567169486,-0.108796529919589,0.0478262128521776,-0.202536679947081,-0.0150563798920973
1072#2900#XPNPEP2#O43895#OID21508#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0280183262050427,45388,422,44966,-0.155164362840753,-0.0160659345776853,-0.104745741831646,0.0476745395413084,-0.19818861520166,-0.0113028684616323
1072#1627#LSP1#P33241#OID20530#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.00838671138883754,45190,421,44769,-0.115691646085727,-0.000932503358004144,-0.126671452135066,0.0480506384315631,-0.220851496464404,-0.0324914078057292
1072#2287#RILPL2#Q969X0#OID30342#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0294972256351323,45616,424,45192,0.0938282560461466,-0.000486136678325119,0.105111542559009,0.0482861798282933,0.0104698568980169,0.199753228220001
